Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Garage Finish,Garage Type_Attchd,Garage Type_Detchd,Kitchen Qual,Heating QC,BsmtFin Type 1,Bsmt Exposure,Bsmt Cond,Bsmt Qual,Foundation_CBlock,Foundation_PConc,Exter Qual,Roof Style_Gable,Roof Style_Hip,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_Somerst,MS Zoning,MS SubClass_50,MS SubClass_60,Lot Frontage,Lot Area,Overall Qual,Year Built,BsmtFin SF 1,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Total Flr SF
1,0,0,1,0,1,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,67.3543317364087,2117,6,2000,436.0,756.0,1525,5,2000.0,2.0,440.0,177000,1525
0,1,0,2,0,0,3,4,1,1,3,4,1,0,3,1,0,0,0,0,6,1,0,58.0,8155,5,1930,0.0,780.0,1200,7,1930.0,0.0,0.0,119000,1200
0,1,0,1,0,1,3,5,6,2,4,4,0,1,3,0,0,0,0,0,8,0,0,50.0,5500,7,2004,510.0,1073.0,1073,4,2004.0,1.0,246.0,157000,1073
1,0,0,1,1,0,3,3,4,1,3,3,1,0,3,0,1,0,0,0,8,0,0,60.1242057308055,11553,5,1968,673.0,1051.0,1159,7,1968.0,1.0,336.0,158000,1159
0,1,0,1,0,1,2,4,3,1,3,3,0,1,3,1,0,1,0,0,8,1,0,55.0,7150,4,1955,150.0,1190.0,1540,7,2002.0,1.0,352.0,115000,1540
0,1,0,1,0,1,3,3,2,1,3,4,1,0,3,1,0,0,0,0,8,0,0,64.0,6285,5,1977,138.0,894.0,894,5,1979.0,1.0,308.0,120750,894
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,1,82.19511669527841,7500,7,2000,533.0,814.0,1674,7,2000.0,2.0,663.0,216000,1674
1,0,0,1,1,0,3,2,1,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,2001,4,1970,0.0,546.0,1092,6,1970.0,1.0,286.0,75000,1092
1,0,0,1,1,0,3,3,5,3,3,3,1,0,3,1,0,0,0,0,8,0,0,95.0,19508,6,1974,800.0,1430.0,1430,6,1974.0,2.0,484.0,192000,1430
1,0,0,1,0,1,3,2,6,4,4,3,1,0,3,1,0,0,0,0,8,0,0,61.075538099963815,7176,6,1978,794.0,960.0,1040,6,1979.0,2.0,616.0,160500,1040
0,0,1,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,0,91.0,10652,7,2006,0.0,1494.0,1494,7,2006.0,3.0,840.0,279500,1494
0,1,0,1,0,1,4,3,5,3,3,4,1,0,3,1,0,0,0,0,8,0,0,56.318876254172245,11235,5,1963,784.0,981.0,1075,6,1996.0,2.0,440.0,148000,1075
0,1,0,2,1,0,4,5,5,1,3,3,1,0,3,1,0,0,0,0,8,0,0,68.0,10265,5,1967,758.0,992.0,992,6,1967.0,1.0,294.0,145000,992
0,1,0,2,1,0,4,5,6,1,4,4,0,1,4,1,0,0,1,0,8,0,1,117.96521377563104,14541,8,1993,1012.0,1338.0,2520,10,1993.0,3.0,796.0,310000,2520
1,0,0,1,1,0,3,3,5,3,3,3,1,0,3,1,0,1,0,0,8,0,0,83.0,10184,6,1963,580.0,1083.0,1146,6,1963.0,1.0,294.0,165000,1146
1,0,0,2,1,0,4,5,6,1,4,4,0,1,4,0,1,0,1,0,8,0,1,52.0,46589,8,1994,1361.0,1629.0,2448,8,1994.0,3.0,711.0,402000,2448
0,1,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,1,85.0,10625,7,2005,0.0,1026.0,1958,9,2005.0,3.0,936.0,250000,1958
0,1,0,2,0,0,3,3,6,3,3,4,1,0,3,1,0,0,0,0,6,0,0,21.0,1470,4,1970,522.0,630.0,630,3,1970.0,0.0,0.0,73000,630
0,1,0,2,0,0,3,3,1,1,3,4,1,0,3,1,0,1,0,0,8,0,0,60.0,9000,5,1974,0.0,896.0,1792,8,1974.0,0.0,0.0,136000,1792
1,0,0,2,1,0,5,5,6,1,3,5,0,1,5,0,1,0,0,0,8,0,0,48.0,5911,9,2005,472.0,1560.0,1565,6,2005.0,2.0,556.0,282500,1565
1,0,0,2,1,0,4,5,1,0,3,4,0,1,4,1,0,0,0,1,8,0,0,73.0,8987,8,2005,0.0,1595.0,1595,6,2005.0,3.0,880.0,221500,1595
0,1,0,1,1,0,4,4,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,64.69060110276541,17871,4,1995,0.0,1680.0,1680,7,1996.0,2.0,628.0,170000,1680
0,1,0,2,1,0,3,4,4,1,2,3,1,0,2,1,0,1,0,0,8,0,0,77.0,11500,6,1967,872.0,1040.0,1040,6,1967.0,2.0,480.0,163000,1040
1,0,0,2,1,0,4,5,2,3,3,4,0,1,4,1,0,0,1,0,8,0,1,65.0,12257,8,1995,56.0,1318.0,2531,9,1995.0,3.0,752.0,290000,2531
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,82.0,9044,8,1996,1225.0,1325.0,2538,8,1996.0,3.0,933.0,330000,2538
1,0,0,1,0,1,3,3,4,1,3,3,1,0,3,1,0,0,0,0,6,0,0,21.0,1680,6,1973,254.0,483.0,987,5,1973.0,1.0,264.0,111000,987
1,0,0,2,1,0,3,5,6,2,3,4,0,1,3,1,0,0,0,0,8,0,1,45.0,9468,6,1999,639.0,840.0,1755,7,1999.0,2.0,530.0,214000,1755
1,0,0,1,0,1,3,3,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,102.0,9373,5,1953,500.0,1152.0,1152,6,1971.0,2.0,636.0,137500,1152
0,1,0,2,1,0,5,5,6,2,3,4,0,1,4,1,0,0,0,1,7,0,1,70.0,7000,7,2003,622.0,926.0,1884,7,2003.0,2.0,581.0,240900,1884
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,1,0,8,0,1,107.0,10186,7,1992,674.0,750.0,1923,8,1992.0,2.0,564.0,190000,1923
0,1,0,2,1,0,4,5,6,3,3,4,0,1,4,0,1,0,0,0,8,0,0,90.0,11664,7,2002,1234.0,1569.0,1611,6,2002.0,3.0,1231.0,250000,1611
0,1,0,2,1,0,4,3,5,4,3,4,1,0,4,1,0,0,0,0,8,0,0,90.0,10768,5,1976,1157.0,1437.0,1437,6,1976.0,2.0,528.0,218000,1437
1,0,0,1,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,78.0,10530,7,1993,819.0,1148.0,2075,8,1993.0,2.0,473.0,255000,2075
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,0,1,0,0,0,8,0,0,50.0,14859,7,2006,0.0,1670.0,1670,7,2006.0,3.0,690.0,240000,1670
0,1,0,3,1,0,4,5,1,3,3,4,0,1,4,0,1,0,0,0,8,0,0,93.0,10481,8,2006,0.0,2140.0,2140,8,2006.0,3.0,894.0,360000,2140
0,1,0,2,1,0,4,4,5,4,3,3,0,1,3,1,0,1,0,0,8,0,0,85.0,9350,5,1965,633.0,1219.0,1265,6,1965.0,2.0,502.0,179900,1265
0,1,0,2,0,0,5,3,3,1,3,3,1,0,3,1,0,0,0,0,8,1,0,138.0,18030,5,1946,152.0,1598.0,3086,12,1946.0,0.0,0.0,200500,2607
0,1,0,2,0,0,3,2,1,1,3,3,0,0,3,1,0,0,0,0,6,1,0,50.0,5925,3,1910,0.0,600.0,968,6,1910.0,0.0,0.0,37900,968
1,0,0,1,1,0,4,5,6,2,3,5,0,1,4,1,0,0,0,0,8,0,0,68.68619705323033,6718,8,2001,250.0,1267.0,1312,5,2001.0,2.0,471.0,180500,1312
1,0,0,3,0,0,3,5,6,1,3,5,0,1,3,0,1,0,0,0,8,0,0,102.55362939526634,11855,7,2000,820.0,1168.0,2787,8,2000.0,4.0,820.0,269500,2787
0,1,0,3,0,0,4,5,1,4,3,4,0,1,4,1,0,0,0,0,8,0,1,85.61991322424834,12394,7,2003,0.0,847.0,1733,7,2003.0,2.0,433.0,225000,1733
0,1,0,3,0,1,4,4,5,1,3,3,0,0,3,1,0,0,0,0,6,1,0,50.0,7000,6,1940,375.0,720.0,1215,6,1965.0,2.0,720.0,141000,1215
0,0,1,2,1,0,5,5,6,2,3,5,0,1,5,0,1,0,0,0,8,0,0,87.0,10367,9,2008,1015.0,1739.0,1743,8,2008.0,3.0,927.0,335000,1743
0,1,0,1,1,0,3,5,6,1,3,4,1,0,4,1,0,0,0,0,8,0,0,38.0,15240,5,1977,198.0,1026.0,1026,5,1977.0,1.0,308.0,150000,1026
0,1,0,3,1,0,4,4,6,4,3,5,1,0,4,1,0,0,0,0,8,0,0,68.0,50271,9,1981,1810.0,1842.0,1842,5,1981.0,3.0,894.0,385000,1842
1,0,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,1,0,0,8,0,1,85.0,13600,7,1965,454.0,768.0,1986,7,1965.0,2.0,486.0,205000,1986
0,0,1,2,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,8,0,0,64.0,6762,7,2006,686.0,1187.0,1208,6,2006.0,2.0,632.0,206000,1208
1,0,0,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,0,63.0,8500,7,2004,0.0,1422.0,1422,7,2004.0,2.0,626.0,179600,1422
0,1,0,1,0,1,3,3,2,1,2,2,1,0,3,1,0,0,0,0,8,0,0,67.0,8877,4,1951,836.0,836.0,1220,6,1951.0,2.0,396.0,102000,1220
0,1,0,2,1,0,5,3,5,3,3,4,0,1,3,1,0,0,0,0,8,0,0,66.59326584108204,15611,5,1977,767.0,1126.0,1126,6,1977.0,2.0,540.0,175000,1126
0,1,0,1,1,0,3,4,3,1,3,3,1,0,3,0,1,1,0,0,8,0,0,70.0,13300,5,1956,494.0,1015.0,1384,6,2001.0,2.0,896.0,159000,1384
1,0,0,1,0,1,3,3,4,1,5,3,1,0,3,0,1,0,0,0,8,0,0,65.0,6500,6,1976,1033.0,1127.0,1127,6,1991.0,2.0,480.0,135000,1127
0,1,0,1,1,0,3,4,3,1,2,3,1,0,3,1,0,0,0,0,8,1,0,75.0,9525,6,1954,444.0,994.0,1855,7,1954.0,1.0,325.0,136900,1855
0,1,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,0,0,0,8,0,0,65.0,6993,5,1961,465.0,912.0,1236,6,1961.0,1.0,288.0,135000,1236
1,0,0,2,1,0,4,5,6,2,3,4,0,1,4,1,0,0,1,0,8,0,1,82.0,9430,8,1999,1163.0,1252.0,2365,8,1999.0,3.0,856.0,337000,2365
1,0,0,1,1,0,4,3,4,2,3,3,1,0,3,1,0,0,0,0,8,0,1,95.13323691583149,11029,6,1968,619.0,1054.0,2654,9,1968.0,2.0,619.0,250000,2654
1,0,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,116.44308198497775,14311,8,1996,1023.0,1236.0,2340,9,1996.0,3.0,787.0,306000,2340
0,1,0,2,0,0,3,3,6,4,4,4,1,0,3,1,0,0,0,0,8,0,0,60.0,10800,5,1987,1200.0,1200.0,1200,5,1987.0,0.0,0.0,179000,1200
0,1,0,1,0,1,4,5,1,1,3,4,0,1,4,1,0,0,0,1,7,0,0,34.0,3604,7,2007,0.0,689.0,1392,5,2007.0,2.0,540.0,146000,1392
0,1,0,1,0,1,3,4,2,1,2,3,1,0,3,1,0,0,0,0,6,1,0,60.0,10320,6,1915,375.0,1138.0,2180,7,2006.0,2.0,720.0,161000,2180
1,0,0,2,1,0,4,4,5,2,3,3,0,1,3,1,0,0,0,0,8,0,0,78.00925427098183,10603,6,1977,1200.0,1610.0,1610,6,1977.0,2.0,480.0,205000,1610
1,0,0,3,1,0,4,4,6,3,3,4,1,0,4,1,0,0,0,0,8,0,0,42.0,4084,7,1986,893.0,1277.0,1501,6,1986.0,2.0,512.0,241500,1501
0,0,0,1,1,0,3,4,3,2,3,3,1,0,3,1,0,0,0,0,8,0,0,61.0,7943,4,1961,903.0,1029.0,1029,5,1961.0,1.0,261.0,118500,1029
1,0,0,1,0,0,4,5,4,3,3,3,1,0,3,0,1,0,0,0,8,0,0,92.0,6930,5,1958,300.0,1062.0,1352,6,1958.0,1.0,288.0,130000,1352
0,0,1,1,0,1,3,5,1,1,3,3,1,0,3,1,0,0,0,0,6,0,0,60.0,7200,5,1940,0.0,808.0,1072,5,1940.0,2.0,379.0,130000,1072
0,0,1,2,1,0,5,5,6,1,3,5,0,1,5,0,1,0,0,0,8,0,1,82.0,16052,10,2006,1206.0,1850.0,2698,11,2006.0,3.0,736.0,535000,2698
1,0,0,1,1,0,3,4,2,1,3,3,1,0,3,1,0,0,0,0,8,0,0,65.0,7150,5,1962,140.0,912.0,912,6,1962.0,1.0,252.0,123000,912
0,1,0,2,0,0,3,3,0,0,0,0,0,1,3,1,0,0,0,0,8,0,0,65.0,6012,4,1955,0.0,0.0,1152,6,1955.0,0.0,0.0,82000,1152
0,1,0,1,0,1,3,5,4,1,3,3,0,0,3,1,0,0,0,0,6,0,0,53.0,5350,7,1920,116.0,624.0,1450,7,1935.0,1.0,288.0,132000,1450
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,8,0,0,60.0,5400,5,1921,0.0,1073.0,1073,4,1968.0,1.0,326.0,108480,1073
1,0,0,1,1,0,3,3,4,1,3,3,1,0,3,1,0,0,0,0,8,0,0,62.78793636444878,9535,5,1967,194.0,1176.0,1458,7,1967.0,2.0,512.0,165000,1458
1,0,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,0,65.0,7441,7,2006,0.0,1461.0,1486,7,2006.0,2.0,566.0,181000,1486
0,1,0,1,1,0,3,3,1,1,4,3,1,0,3,0,1,0,0,0,8,0,0,88.0,15400,5,1961,0.0,552.0,1774,8,1961.0,1.0,384.0,165000,1515
0,1,0,3,1,0,3,3,4,3,3,3,1,0,3,1,0,0,0,0,8,1,0,68.0,10544,5,1969,476.0,864.0,1479,8,1969.0,1.0,275.0,161000,1479
1,0,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,1,8,0,0,85.0,10936,8,2006,0.0,1504.0,1504,7,2006.0,2.0,510.0,199000,1504
1,0,0,3,0,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,80.0,11316,7,2002,624.0,817.0,1894,8,2002.0,2.0,510.0,214900,1894
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,1,7,0,0,72.0,8640,8,2006,24.0,1278.0,1278,5,2006.0,2.0,584.0,198600,1278
1,0,0,3,0,0,4,4,1,1,3,4,0,1,4,0,1,0,1,0,8,0,1,93.0,12090,8,1998,0.0,1141.0,2263,10,1998.0,2.0,420.0,258000,2263
1,0,0,3,0,0,3,5,6,1,3,5,0,1,3,0,1,0,0,0,8,0,0,102.55362939526634,7939,7,2000,820.0,1168.0,2787,8,2000.0,4.0,820.0,269500,2787
0,0,0,3,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,66.97379878874537,7750,7,2002,0.0,707.0,1414,6,2002.0,2.0,403.0,176000,1414
1,0,0,2,1,0,4,5,2,4,3,4,1,0,3,0,1,1,0,0,8,0,0,85.0,9350,6,1964,270.0,1302.0,1302,7,1964.0,1.0,309.0,158000,1302
0,1,0,3,0,0,4,5,6,1,3,4,0,1,4,0,1,0,0,0,8,0,0,70.05611566481831,7750,8,2002,353.0,408.0,1419,7,2002.0,2.0,527.0,184100,1419
1,0,0,1,1,0,3,3,5,2,3,3,1,0,3,0,1,0,0,0,8,0,0,128.0,13001,6,1971,492.0,1625.0,1220,6,1971.0,2.0,944.0,170000,1220
1,0,0,3,0,0,3,4,5,1,3,3,1,0,3,1,0,0,0,0,8,0,0,79.1508531139718,13607,6,1986,454.0,572.0,1982,6,1986.0,2.0,501.0,208000,1982
1,0,0,3,1,0,4,5,6,3,3,4,0,1,4,1,0,0,0,0,6,0,0,53.274612672865636,4435,6,2003,685.0,848.0,848,4,2003.0,2.0,420.0,140000,848
0,0,1,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,6,0,0,44.0,3843,8,2007,1476.0,1596.0,1648,5,2007.0,2.0,482.0,230000,1648
0,1,0,2,1,0,4,4,6,4,3,4,0,1,4,1,0,0,0,0,8,0,0,65.0,5950,8,1989,319.0,1337.0,1337,5,1989.0,2.0,462.0,188500,1337
0,1,0,1,1,0,3,3,4,2,3,4,1,0,3,1,0,0,0,0,8,1,0,80.0,12400,5,1940,602.0,901.0,1717,7,1940.0,1.0,410.0,194000,1717
0,1,0,2,1,0,3,4,3,1,3,3,1,0,3,1,0,1,0,0,8,0,0,75.0,10425,5,1956,774.0,1104.0,1104,5,1956.0,1.0,384.0,133000,1104
1,0,0,1,1,0,3,3,6,3,3,4,0,0,3,1,0,0,0,0,8,0,0,53.274612672865636,16269,5,1978,625.0,907.0,907,5,1978.0,1.0,343.0,140000,907
1,0,0,2,1,0,4,5,6,2,3,4,0,1,4,1,0,0,0,0,8,0,1,68.0,8998,7,2000,527.0,782.0,1652,6,2000.0,2.0,532.0,207500,1652
1,0,0,2,1,0,4,4,1,1,3,3,0,1,3,1,0,0,0,0,8,0,1,80.0,10400,6,1967,0.0,932.0,2640,8,1967.0,2.0,515.0,256900,2640
0,1,0,1,0,1,3,4,1,1,3,3,1,0,3,1,0,0,0,0,8,1,0,60.0,10134,5,1940,0.0,735.0,1034,5,1940.0,1.0,240.0,109000,1034
0,1,0,1,1,0,3,3,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,64.0,7007,5,1979,0.0,0.0,1513,8,1979.0,2.0,400.0,113722,1513
0,0,1,3,1,0,4,5,6,4,3,5,0,1,4,1,0,0,0,0,8,0,0,78.0,11645,8,2005,24.0,1498.0,1498,7,2005.0,3.0,844.0,237000,1498
0,1,0,2,0,0,4,4,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,60.0,8250,5,1963,288.0,1053.0,1053,6,1994.0,2.0,692.0,142100,1053
0,0,1,2,1,0,3,4,4,1,3,3,1,0,3,0,1,1,0,0,8,0,0,57.04188885473256,11027,6,1954,468.0,1178.0,1293,5,1954.0,2.0,452.0,149900,1293
0,0,1,2,1,0,5,5,6,3,3,5,0,1,5,0,1,0,0,0,8,0,0,95.0,12350,9,2008,1232.0,2020.0,2020,7,2008.0,3.0,896.0,404000,2020
0,1,0,2,1,0,3,3,5,4,3,3,1,0,3,1,0,1,0,0,8,0,1,105.59789297657295,18275,7,1962,636.0,1438.0,2448,9,1962.0,2.0,441.0,277500,2448
1,0,0,3,1,0,4,3,1,1,3,4,1,0,4,1,0,0,0,0,8,0,1,77.0,9206,6,1985,0.0,741.0,1732,7,1985.0,2.0,476.0,178000,1732
1,0,0,3,1,0,4,5,6,1,3,4,0,1,4,0,1,0,0,0,8,0,0,48.0,6240,8,2006,863.0,1324.0,1324,6,2006.0,2.0,550.0,254000,1324
0,1,0,1,0,1,3,3,1,1,2,2,0,0,3,1,0,0,0,0,6,0,0,68.0,9656,2,1923,0.0,678.0,832,5,1928.0,2.0,780.0,12789,832
1,0,0,3,1,0,3,4,1,1,4,4,0,1,3,1,0,0,0,0,8,0,0,63.0,7875,7,1995,0.0,1237.0,1253,6,1995.0,2.0,402.0,176000,1253
0,0,1,2,1,0,4,5,1,3,4,5,0,1,3,1,0,0,0,0,8,0,1,111.0,16259,9,2006,0.0,1249.0,2596,9,2006.0,3.0,840.0,342643,2596
1,0,0,1,1,0,3,3,6,1,3,3,1,0,3,1,0,0,0,0,8,0,0,47.75688493174741,6173,5,1967,599.0,876.0,902,6,1967.0,1.0,288.0,125500,902
1,0,0,1,1,0,3,5,1,1,3,4,1,0,3,1,0,0,0,0,8,0,0,75.0,12890,6,1989,0.0,1495.0,1495,8,1989.0,2.0,438.0,150000,1495
0,1,0,3,1,0,5,5,1,2,3,4,0,1,5,1,0,0,0,1,7,0,0,84.0,10440,8,2007,0.0,1574.0,1584,6,2007.0,2.0,594.0,261329,1584
1,0,0,2,0,0,4,5,6,1,3,4,0,1,3,1,0,0,0,0,8,0,0,63.0,7500,7,2004,680.0,1080.0,1080,6,2004.0,0.0,0.0,141000,1080
0,1,0,3,1,0,3,4,4,1,3,3,1,0,3,1,0,1,0,0,8,0,0,75.0,9532,4,1953,595.0,1105.0,1647,6,1953.0,1.0,280.0,153000,1647
1,0,0,3,1,0,4,5,1,3,3,5,0,1,4,1,0,0,0,0,8,0,0,53.0,3922,7,2006,0.0,1258.0,1258,6,2007.0,3.0,648.0,172500,1258
0,1,0,1,0,1,3,5,1,1,3,3,0,0,3,1,0,0,0,0,8,0,0,60.0,8730,6,1915,0.0,698.0,1396,7,2003.0,1.0,384.0,153575,1396
0,1,0,1,0,1,4,5,5,1,3,3,0,0,4,0,1,0,0,0,3,0,0,60.0,6060,5,1930,737.0,837.0,1001,5,1930.0,1.0,216.0,124900,1001
1,0,0,3,1,0,5,5,1,4,3,5,0,1,5,1,0,0,0,0,8,0,0,107.0,14450,9,2006,0.0,2121.0,2121,8,2007.0,3.0,732.0,415298,2121
0,1,0,1,0,1,3,5,1,1,3,3,0,0,2,1,0,0,0,0,6,1,0,60.0,5400,6,1920,0.0,972.0,1480,6,1920.0,1.0,207.0,119000,1044
0,0,1,2,1,0,4,5,1,3,4,4,0,1,4,0,1,0,0,1,8,0,0,85.0,10000,8,2006,0.0,1588.0,1588,7,2006.0,3.0,825.0,227000,1588
1,0,0,2,1,0,4,5,5,1,3,3,1,0,4,1,0,1,0,0,8,0,0,72.0,10007,5,1959,806.0,1053.0,1053,5,1959.0,1.0,312.0,145500,1053
0,1,0,1,0,1,3,3,2,1,3,2,0,0,3,1,0,0,0,0,6,0,0,52.0,7830,3,1921,416.0,492.0,492,3,1921.0,1.0,200.0,61500,492
1,0,0,3,1,0,3,4,1,2,3,3,1,0,3,1,0,1,0,0,8,0,0,90.0,11727,7,1969,0.0,1851.0,1851,8,1969.0,2.0,506.0,192100,1851
0,1,0,1,0,1,3,5,3,1,3,3,1,0,3,1,0,0,0,0,6,0,0,60.0,10320,6,1915,276.0,698.0,1403,7,1915.0,1.0,308.0,116000,1403
1,0,0,2,1,0,3,5,6,3,3,3,1,0,3,0,1,1,0,0,8,0,0,65.0,10482,6,1958,507.0,588.0,1138,6,1958.0,1.0,264.0,145000,1138
1,0,0,3,1,0,5,5,6,1,3,5,0,1,4,0,1,0,0,0,8,0,0,110.0,15274,9,2003,1972.0,2452.0,2452,10,2003.0,3.0,886.0,445000,2452
0,1,0,1,0,1,4,3,2,2,3,4,1,0,3,1,0,0,0,0,8,0,0,61.0,8800,5,1977,532.0,1040.0,1040,5,1977.0,2.0,484.0,150500,1040
0,1,0,3,1,0,3,4,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,75.0,10000,6,1993,0.0,763.0,1655,7,1993.0,2.0,440.0,175900,1655
1,0,0,2,1,0,3,5,5,1,3,3,1,0,3,0,1,0,0,0,8,0,0,78.0,10140,6,1974,888.0,1116.0,1116,6,1974.0,2.0,528.0,167900,1116
0,1,0,3,0,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,1,58.0,14054,7,2006,0.0,879.0,1863,9,2006.0,3.0,660.0,219210,1863
0,1,0,2,1,0,4,5,1,1,3,4,0,1,4,1,0,0,0,0,8,0,1,70.0,11218,6,1992,0.0,1055.0,1845,8,1992.0,2.0,462.0,189000,1845
1,0,0,2,1,0,3,3,5,1,3,3,1,0,3,1,0,1,0,0,8,0,0,74.0,8856,5,1957,621.0,1176.0,1176,6,1957.0,1.0,292.0,136500,1176
1,0,0,1,0,1,4,5,4,2,3,3,1,0,3,0,1,0,0,0,8,0,0,65.0,7800,5,1966,240.0,864.0,892,5,1966.0,1.0,416.0,137900,892
0,1,0,1,0,1,3,3,5,1,3,3,0,0,3,0,1,0,0,0,6,0,0,60.0,7200,5,1910,247.0,1022.0,1022,4,1956.0,1.0,280.0,85000,1022
1,0,0,1,0,1,3,3,2,1,2,3,1,0,3,0,1,1,0,0,8,0,0,89.0,10680,5,1951,756.0,2136.0,2136,7,1951.0,2.0,528.0,137900,2136
0,1,0,3,1,0,3,5,6,4,3,4,0,1,3,1,0,0,0,0,8,0,1,59.0,9535,6,1998,851.0,926.0,1604,7,1998.0,2.0,472.0,195500,1604
0,1,0,1,0,1,2,3,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,66.0,6858,6,1915,0.0,806.0,1647,6,1920.0,1.0,216.0,128000,1647
0,1,0,1,0,1,4,5,5,1,3,3,1,0,3,1,0,0,0,0,8,0,0,75.0,8100,5,1961,764.0,864.0,864,5,1962.0,1.0,420.0,135000,864
1,0,0,1,0,1,3,3,5,3,3,3,1,0,3,1,0,0,0,0,8,0,0,54.49041544064996,9216,5,1975,294.0,1076.0,1076,5,1985.0,2.0,576.0,143195,1076
0,1,0,1,0,1,3,3,1,1,3,3,0,0,3,1,0,0,0,0,6,0,0,50.0,9100,5,1930,0.0,742.0,935,4,1988.0,1.0,308.0,79500,779
1,0,0,2,1,0,4,5,1,3,3,4,0,1,4,1,0,0,0,0,8,0,1,67.0,12774,7,2003,0.0,835.0,1663,8,2003.0,2.0,478.0,192500,1663
0,1,0,1,0,1,3,3,4,1,3,3,1,0,3,1,0,0,0,0,6,1,0,50.0,6000,5,1950,384.0,768.0,1328,6,1950.0,1.0,308.0,129500,1328
0,1,0,3,0,0,3,4,1,1,3,4,0,1,3,1,0,0,0,0,8,0,1,63.92953520743876,10364,6,1995,0.0,806.0,1572,7,1995.0,2.0,373.0,168000,1572
0,1,0,1,0,1,3,5,2,1,3,3,1,0,3,1,0,0,0,0,6,1,0,50.0,6000,6,1939,264.0,739.0,1342,7,1939.0,1.0,240.0,105000,1342
0,1,0,1,0,1,3,3,5,1,3,3,1,0,3,0,1,1,0,0,8,0,0,54.51134475277144,10530,6,1971,282.0,981.0,981,5,1979.0,2.0,576.0,143250,981
0,1,0,1,1,0,4,5,1,1,3,4,0,1,3,1,0,0,0,0,8,0,0,75.0,9525,5,1995,0.0,1099.0,1099,6,1999.0,1.0,352.0,144000,1099
0,1,0,2,1,0,4,5,6,1,3,4,0,1,4,1,0,0,0,0,8,0,1,78.00925427098183,8880,7,1994,695.0,948.0,2110,8,1994.0,2.0,463.0,205000,2110
0,1,0,1,1,0,3,3,5,3,3,4,1,0,3,1,0,0,0,0,8,0,0,82.0,8410,6,1974,924.0,970.0,1026,5,1974.0,2.0,528.0,143000,1026
0,1,0,3,1,0,5,5,6,3,3,5,0,1,4,1,0,0,0,1,7,0,0,42.0,4385,9,2001,964.0,1419.0,1419,5,2001.0,2.0,588.0,290000,1419
0,0,1,3,1,0,5,5,6,4,3,5,0,1,5,0,1,0,0,0,8,0,0,100.0,12919,9,2009,2188.0,2330.0,2364,11,2009.0,3.0,820.0,611657,2364
0,1,0,1,0,1,4,4,6,1,3,4,0,1,3,1,0,0,0,0,8,0,0,82.0,12464,5,1996,732.0,1040.0,1040,6,2000.0,2.0,576.0,152000,1040
0,1,0,2,1,0,4,5,5,1,3,4,0,1,4,1,0,0,0,0,8,0,0,43.0,5005,8,1992,263.0,1280.0,1280,5,1992.0,2.0,506.0,191500,1280
1,0,0,2,0,0,4,5,1,3,3,5,0,1,4,1,0,0,0,0,8,0,1,76.0,9591,8,2004,0.0,1143.0,2473,9,2004.0,3.0,852.0,317000,2473
0,1,0,1,1,0,4,5,5,1,3,3,0,0,3,1,0,0,0,0,8,1,0,70.0,6960,7,1940,258.0,680.0,1302,6,1940.0,1.0,224.0,165250,1302
